"StartTime","Dur","Proto","SrcAddr","Sport","Dir","DstAddr","Dport","State","sTos","dTos","TotPkts","TotBytes","SrcBytes","Label"
"2011/08/15 16:53:28.948334",0.000713,"udp","97.102.253.224","1323","<->","147.32.84.229","13363","CON",0,0,2,311,64,"flow=Background-UDP-Established"
"2011/08/15 16:51:53.048196",0.000265,"udp","147.32.84.164","38138","<->","147.32.80.9","53","CON",0,0,2,190,70,"flow=From-Normal-V46-Grill"
"2011/08/15 17:09:30.409804",93.000175,"tcp","66.249.67.203","48235","->","147.32.85.49","21","S_",0,NA,6,444,444,"flow=Background-TCP-Attempt"
"2011/08/15 16:47:12.461919",0.071608,"udp","147.32.86.155","12093","<->","194.67.152.50","63821","CON",0,0,2,134,74,"flow=Background-UDP-Established"
"2011/08/15 16:44:28.521477",4.219329,"tcp","74.125.232.218","80","<?>","147.32.84.59","49481","FRA_FA",0,0,4,258,126,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 16:47:50.258383",0.000398,"udp","147.32.85.34","60325","<->","147.32.80.9","53","CON",0,0,2,321,84,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:57:14.131656",0.000291,"udp","147.32.84.138","41471","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:02:22.969445",0.000422,"udp","147.32.84.59","37924","<->","147.32.80.9","53","CON",0,0,2,327,85,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:45:05.501948",1281.444336,"udp","82.119.65.182","26945","<->","147.32.84.229","13363","CON",0,0,7,896,257,"flow=Background-UDP-Established"
"2011/08/15 17:09:15.984760",0.000315,"udp","147.32.84.138","32968","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:01:38.244794",0.791136,"tcp","147.32.85.76","2115","->","89.255.4.68","80","FSPA_FSPA",0,0,11,4601,904,"flow=Background-TCP-Established"
"2011/08/15 17:09:10.863902",0.000487,"udp","203.35.226.195","56709","<->","147.32.84.229","13363","CON",0,0,2,134,74,"flow=Background-UDP-Established"
"2011/08/15 16:54:56.107938",0.000169,"udp","147.32.84.138","45064","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:55:06.684977",0.039211,"udp","88.117.98.149","44912","<->","147.32.84.229","13363","CON",0,0,4,251,131,"flow=Background-UDP-Established"
"2011/08/15 16:43:28.646461",0.000218,"udp","147.32.84.59","34122","<->","147.32.80.9","53","CON",0,0,2,234,86,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:06:24.028752",0.000247,"udp","147.32.84.138","33775","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:59:51.877698",0.000295,"udp","147.32.85.34","49591","<->","147.32.80.9","53","CON",0,0,2,326,86,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:08:54.939662",30.814468,"udp","88.211.43.178","24137","<->","147.32.84.229","13363","CON",0,0,6,1545,1365,"flow=Background-UDP-Established"
"2011/08/15 17:03:09.542984",0.000231,"udp","147.32.84.138","50585","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:43:44.090419",1763.035034,"udp","147.32.84.229","13363","<->","85.230.179.76","35188","CON",0,0,74,13079,6686,"flow=Background-UDP-Established"
"2011/08/15 17:09:12.744075",0.000441,"udp","201.39.158.2","41448","<->","147.32.84.229","13363","CON",0,0,2,135,75,"flow=Background-UDP-Established"
"2011/08/15 16:44:10.688901",1218.185181,"udp","190.102.22.20","41976","<->","147.32.84.229","13363","CON",0,0,4,490,366,"flow=Background-UDP-Established"
"2011/08/15 16:54:59.165703",0.013982,"tcp","147.32.84.164","54166","->","88.86.120.78","80","FSPA_FSPA",0,0,10,2298,1583,"flow=From-Normal-V46-Grill"
"2011/08/15 17:06:59.001044",64.236923,"tcp","147.32.86.194","4615","->","195.113.232.89","80","FSPA_FSPA",0,0,13,2200,1354,"flow=Background-TCP-Established"
"2011/08/15 16:44:57.218533",0.000244,"udp","147.32.84.59","50417","<->","147.32.80.9","53","CON",0,0,2,213,80,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:10:45.105049",0.001906,"udp","190.135.13.236","30746","<->","147.32.84.229","13363","CON",0,0,2,524,464,"flow=Background-UDP-Established"
"2011/08/15 16:51:07.124901",0.009357,"udp","147.32.84.171","35825","<->","147.32.80.9","53","CON",0,0,2,213,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:01:08.844998",0.000229,"udp","147.32.86.111","50931","<->","147.32.80.9","53","CON",0,0,2,203,70,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:43:44.571188",0.008971,"tcp","147.32.86.155","51286","<?>","209.85.148.106","80","FA_FA",0,0,3,198,132,"flow=Background"
"2011/08/15 16:55:09.693849",0.000449,"udp","147.32.84.164","58605","<->","147.32.80.9","53","CON",0,0,2,212,79,"flow=From-Normal-V46-Grill"
"2011/08/15 16:50:55.562053",0.000206,"udp","147.32.85.25","35345","<->","147.32.80.9","53","CON",0,0,2,208,79,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:50:17.494500",240.047058,"tcp","147.32.84.170","44580","->","209.85.148.106","443","SRPA_FSPA",0,0,26,2493,1397,"flow=From-Normal-V46-Stribrek"
"2011/08/15 16:44:31.516582",0.421121,"tcp","147.32.85.76","1132","->","217.163.21.37","80","FSPA_FSPA",0,0,20,9491,7240,"flow=Background-TCP-Established"
"2011/08/15 16:53:04.931430",0.000274,"udp","147.32.84.59","32957","<->","147.32.80.9","53","CON",0,0,2,324,85,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:01:07.129324",0.000471,"udp","147.32.84.138","48356","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:48:01.578569",0.000294,"udp","147.32.84.138","38628","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:06:27.231204",0.000306,"udp","147.32.84.118","52072","<->","147.32.80.9","53","CON",0,0,2,342,77,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:46:38.858437",0.000281,"udp","147.32.84.138","54435","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:55:11.231855",119.864433,"tcp","147.32.84.59","4266","->","147.32.80.13","80","FSPA_FSPA",0,0,10,2101,1233,"flow=To-Background-CVUT-Proxy"
"2011/08/15 17:02:03.496141",0.323295,"udp","147.32.84.59","22975","<->","125.1.187.253","10495","CON",0,0,2,133,73,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 16:53:16.718112",0.000418,"udp","147.32.84.59","57780","<->","147.32.80.9","53","CON",0,0,2,578,80,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:01:20.731425",0.000288,"udp","147.32.85.25","35013","<->","147.32.80.9","53","CON",0,0,2,208,79,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:10:50.526682",0.000194,"udp","147.32.84.138","60088","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:52:38.293377",0.069269,"udp","147.32.84.229","13363","<->","79.142.106.70","5606","CON",0,0,2,135,75,"flow=Background-UDP-Established"
"2011/08/15 16:43:58.103195",0.36599,"tcp","147.32.86.186","7349","->","38.107.110.11","80","SRPA_FSPA",0,0,9,1903,1516,"flow=Background-TCP-Established"
"2011/08/15 17:04:29.924357",0.000311,"udp","147.32.84.59","54058","<->","147.32.80.9","53","CON",0,0,2,324,85,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:47:56.691596",2.29528,"udp","147.32.84.229","13363","<->","201.1.62.176","14632","CON",0,0,3,204,144,"flow=Background-UDP-Established"
"2011/08/15 16:43:24.113706",1799.485962,"tcp","205.188.10.217","443","<?>","147.32.84.59","47896","PA_PA",0,0,178,24928,17618,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 16:46:45.282224",0.000619,"udp","152.3.152.195","13736","<->","147.32.84.229","13363","CON",0,0,2,636,75,"flow=Background-UDP-Established"
"2011/08/15 16:54:34.085363",0.052274,"udp","147.32.84.229","13363","<->","77.20.216.43","46383","CON",0,0,4,2986,60,"flow=Background-UDP-Established"
"2011/08/15 17:12:44.498342",0.045526,"udp","147.32.84.59","10145","<->","194.47.170.113","39727","CON",0,0,2,559,76,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 17:00:44.723725",41.601501,"tcp","147.32.84.59","59053","->","91.198.174.234","80","FSPA_FSRPA",0,0,76,55420,5477,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 17:05:55.048595",0.000284,"udp","147.32.84.138","41172","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:50:05.935128",0.339151,"tcp","147.32.84.118","2018","->","148.100.181.73","6881","SRPA_FSPA",0,0,10,1021,572,"flow=Background-TCP-Established"
"2011/08/15 16:55:00.181485",18.630768,"tcp","147.32.84.59","65369","->","2.21.111.139","80","FSA_FSA",0,0,6,372,246,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 17:09:41.742259",0.000505,"udp","178.214.167.137","48807","<->","147.32.84.229","13363","CON",0,0,2,133,73,"flow=Background-UDP-Established"
"2011/08/15 17:03:17.956826",0.000451,"udp","147.32.86.187","60966","<->","147.32.80.9","53","CON",0,0,2,324,76,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:54:54.890213",0.000386,"udp","147.32.86.183","60927","<->","147.32.80.9","53","CON",0,0,2,542,75,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:03:36.988940",6.275501,"tcp","147.32.84.59","56429","->","81.0.206.125","80","FSPA_FSPA",0,0,57,36171,5594,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 17:10:47.970565",0.00345,"udp","147.32.84.59","62135","<->","147.32.80.9","53","CON",0,0,2,264,82,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:12:29.639923",0.019425,"udp","147.32.86.50","55747","<->","147.32.80.9","53","CON",0,0,2,224,71,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:55:55.568596",0.000322,"udp","147.32.84.138","58225","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:09:13.842585",0,"tcp","147.32.86.131","51258","?>","50.17.246.54","443","RA_",0,NA,1,66,66,"flow=Background"
"2011/08/15 16:51:04.135993",0.021041,"udp","147.32.84.59","59429","<->","147.32.80.9","53","CON",0,0,2,375,87,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:03:48.548787",121.779327,"udp","89.22.2.3","3508","<->","147.32.84.229","13363","CON",0,0,4,543,380,"flow=Background-UDP-Established"
"2011/08/15 16:50:49.766200",0.001628,"udp","86.208.181.86","31153","<->","147.32.84.229","13363","CON",0,0,2,519,459,"flow=Background-UDP-Established"
"2011/08/15 17:00:09.144730",0.000418,"udp","94.190.193.2","59348","<->","147.32.84.229","13363","CON",0,0,2,131,71,"flow=Background-UDP-Established"
"2011/08/15 16:45:52.932416",0.000356,"udp","147.32.84.138","44891","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:12:41.861956",0.000314,"udp","147.32.84.59","35638","<->","147.32.80.9","53","CON",0,0,2,240,95,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:53:04.936763",0.000315,"udp","147.32.84.59","41877","<->","147.32.80.9","53","CON",0,0,2,324,85,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:56:29.502676",0.000386,"udp","147.32.86.20","54453","<->","147.32.80.9","53","CON",0,0,2,239,79,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:44:08.227918",0.208619,"udp","147.32.84.229","13363","<->","62.68.148.29","52313","CON",0,0,2,528,468,"flow=Background-UDP-Established"
"2011/08/15 17:06:11.697392",0.001627,"udp","149.5.45.253","43046","<->","147.32.84.229","13363","CON",0,0,2,526,466,"flow=Background-UDP-Established"
"2011/08/15 16:50:16.450842",0.000369,"udp","147.32.86.20","59299","<->","147.32.80.9","53","CON",0,0,2,239,79,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:56:29.471722",0.000174,"udp","147.32.85.89","52934","<->","147.32.80.9","53","CON",0,0,2,204,77,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:46:44.821912",0.000494,"udp","186.176.58.99","19915","<->","147.32.84.229","13363","CON",0,0,2,132,72,"flow=Background-UDP-Established"
"2011/08/15 16:59:07.178634",0.000291,"udp","147.32.84.59","35439","<->","147.32.80.9","53","CON",0,0,2,224,87,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:48:37.930911",0.08245,"tcp","147.32.85.88","62157","->","147.32.80.13","80","FSPA_FSPA",0,0,12,3845,1111,"flow=To-Background-CVUT-Proxy"
"2011/08/15 16:54:31.847046",0.000653,"udp","89.252.33.74","42570","<->","147.32.84.229","13363","CON",0,0,2,137,77,"flow=Background-UDP-Established"
"2011/08/15 16:51:26.029515",0.000327,"udp","147.32.85.25","56527","<->","147.32.80.9","53","CON",0,0,2,208,79,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:44:14.599347",15.283862,"tcp","147.32.84.59","8530","->","93.184.220.39","80","FSA_FSA",0,0,6,372,246,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 16:45:52.041623",628.485657,"udp","147.32.84.229","13363","<->","78.141.181.221","34062","CON",0,0,4,488,362,"flow=Background-UDP-Established"
"2011/08/15 16:56:00.001771",0.000476,"udp","147.32.84.59","55042","<->","147.32.80.9","53","CON",0,0,2,346,74,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:05:21.387014",6.119496,"udp","147.32.84.229","13363","->","72.241.228.191","26197","INT",0,NA,3,189,189,"flow=Background-UDP-Attempt"
"2011/08/15 17:02:45.248965",0.00616,"udp","147.32.84.59","50923","<->","147.32.80.9","53","CON",0,0,2,236,73,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:06:00.466679",0.000278,"udp","147.32.84.138","56848","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:13:19.683342",0.312802,"tcp","147.32.85.76","3167","->","199.7.59.72","80","FSPA_FSPA",0,0,11,2656,812,"flow=Background-TCP-Established"
"2011/08/15 17:07:43.003901",0.000311,"udp","147.32.84.59","55676","<->","147.32.80.9","53","CON",0,0,2,254,76,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:55:51.254346",0.000228,"udp","147.32.85.34","64057","<->","147.32.80.9","53","CON",0,0,2,323,85,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:47:38.349532",0.000227,"udp","147.32.84.138","51013","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:57:53.194214",67.387367,"tcp","147.32.84.170","60702","->","94.127.76.70","80","FSPA_FSPA",0,0,24,8236,3051,"flow=From-Normal-V46-Stribrek"
"2011/08/15 16:56:07.794635",22.003902,"tcp","147.32.84.21","34664","->","81.31.45.93","80","FSPA_FSPA",0,0,88,78703,3962,"flow=Background-TCP-Established"
"2011/08/15 16:55:00.333143",0.000645,"udp","147.32.84.138","59378","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:01:29.515469",0.408973,"udp","147.32.84.59","45216","<->","147.32.80.9","53","CON",0,0,2,223,74,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:10:53.706575",0.020436,"udp","147.32.84.59","59327","<->","147.32.80.9","53","CON",0,0,2,308,71,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:58:06.612033",0.000507,"udp","85.11.59.94","12705","<->","147.32.84.229","13363","CON",0,0,2,133,73,"flow=Background-UDP-Established"
"2011/08/15 17:11:07.687199",0.069196,"tcp","147.32.84.59","49489","->","78.138.112.61","80","FSPA_FSPA",0,0,10,1856,989,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 17:10:01.142571",0.000333,"udp","147.32.86.20","64798","<->","147.32.80.9","53","CON",0,0,2,261,84,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:07:15.356950",307.652954,"tcp","147.32.84.59","59271","->","195.113.232.90","80","FSPA_FSPA",0,0,24,6130,1126,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 17:05:16.125363",1.450138,"tcp","147.32.84.59","4749","->","147.32.80.13","80","FSPA_FSPA",0,0,10,2381,915,"flow=To-Background-CVUT-Proxy"
"2011/08/15 16:45:24.110496",1.035321,"tcp","147.32.84.118","1652","->","68.57.133.139","6881","SRPA_FSRPA",0,0,13,1207,698,"flow=Background-TCP-Established"
"2011/08/15 17:09:01.385538",0.000287,"udp","147.32.85.74","49948","<->","147.32.80.9","53","CON",0,0,2,210,72,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:57:41.438120",0.000198,"udp","147.32.84.59","62148","<->","147.32.80.9","53","CON",0,0,2,234,76,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:06:38.365639",0.279924,"udp","147.32.85.87","39546","<->","147.32.80.9","53","CON",0,0,2,259,78,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:45:31.234248",0.000239,"udp","208.179.214.142","34136","<->","147.32.84.229","13363","CON",0,0,2,165,105,"flow=Background-UDP-Established"
"2011/08/15 17:04:46.922217",0.000176,"udp","147.32.85.25","39418","<->","147.32.80.9","53","CON",0,0,2,207,66,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:07:46.498906",0.247194,"tcp","147.32.84.118","3451","->","67.45.38.145","6881","SPA_SRA",0,0,5,380,244,"flow=Background-TCP-Established"
"2011/08/15 16:55:51.219305",0.000413,"udp","147.32.85.34","53028","<->","147.32.80.9","53","CON",0,0,2,324,85,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:57:19.799000",0.153529,"tcp","147.32.86.20","4604","->","87.98.230.229","80","FSPA_FSPA",0,0,60,54406,1391,"flow=Background-TCP-Established"
"2011/08/15 16:55:16.263450",0.001618,"udp","194.158.204.250","6298","<->","147.32.84.229","13363","CON",0,0,2,536,476,"flow=Background-UDP-Established"
"2011/08/15 17:05:43.104144",58.39045,"udp","2.157.201.14","32221","<->","147.32.84.229","13363","CON",0,0,8,716,285,"flow=Background-UDP-Established"
"2011/08/15 17:02:56.687718",474.930481,"tcp","89.164.105.141","3452","->","147.32.85.84","13716","FSPA_FSPA",0,0,102,6482,2707,"flow=Background-TCP-Established"
"2011/08/15 16:47:02.440377",0.000294,"udp","147.32.84.138","48786","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:11:31.954322",0.000731,"udp","92.231.146.17","38702","<->","147.32.84.229","13363","CON",0,0,2,1016,77,"flow=Background-UDP-Established"
"2011/08/15 17:13:13.734375",0.165726,"udp","147.32.85.76","50045","<->","147.32.80.9","53","CON",0,0,2,302,76,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:07:13.595489",0.000297,"udp","147.32.84.59","48619","<->","147.32.80.9","53","CON",0,0,2,332,86,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:44:24.179033",0.000556,"udp","109.160.102.113","51591","<->","147.32.84.229","13363","CON",0,0,2,140,80,"flow=Background-UDP-Established"
"2011/08/15 16:44:48.068110",1135.274048,"udp","83.39.212.178","22478","<->","147.32.84.229","13363","CON",0,0,8,532,292,"flow=Background-UDP-Established"
"2011/08/15 17:01:12.669926",1.864176,"tcp","66.249.72.214","58448","->","147.32.84.212","80","FSPA_FSPA",0,0,35,19089,1453,"flow=Background-TCP-Established"
"2011/08/15 16:56:01.267947",0.000502,"udp","147.32.84.138","49322","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:01:05.829642",0.0115,"tcp","147.32.86.194","4516","->","77.78.99.25","80","FSPA_FSPA",0,0,9,2118,774,"flow=Background-TCP-Established"
"2011/08/15 16:43:28.592162",0.000278,"udp","147.32.84.164","54488","<->","147.32.80.9","53","CON",0,0,2,232,81,"flow=From-Normal-V46-Grill"
"2011/08/15 17:12:08.214753",0.000195,"udp","147.32.85.25","45361","<->","147.32.80.9","53","CON",0,0,2,208,79,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:11:21.412511",11.679831,"tcp","188.80.72.191","52579","->","147.32.84.229","13363","FSPA_FSPA",0,0,49,4699,2053,"flow=Background-TCP-Established"
"2011/08/15 17:07:50.732589",0,"icmp","2.219.101.209","0x0008","->","147.32.86.134","0x0f00","ECO",0,NA,1,74,74,"flow=Background"
"2011/08/15 16:48:31.411934",10.581062,"udp","50.39.170.224","50455","<->","147.32.84.229","13363","CON",0,0,4,1067,536,"flow=Background-UDP-Established"
"2011/08/15 16:55:51.208426",0.00029,"udp","147.32.85.34","55934","<->","147.32.80.9","53","CON",0,0,2,323,85,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:57:48.728236",0.000632,"udp","75.185.22.106","55001","<->","147.32.84.229","13363","CON",0,0,2,564,73,"flow=Background-UDP-Established"
"2011/08/15 16:53:40.352850",613.889832,"udp","147.32.84.229","13363","<->","204.116.142.103","63612","CON",0,0,4,1187,147,"flow=Background-UDP-Established"
"2011/08/15 16:55:30.506453",5.567086,"tcp","222.122.205.138","80","->","147.32.87.100","52526","SA_RA",0,0,4,240,120,"flow=Background-TCP-Established"
"2011/08/15 16:44:26.181763",0.020984,"udp","201.19.71.146","6116","<->","147.32.84.229","13363","CON",0,0,2,134,74,"flow=Background-UDP-Established"
"2011/08/15 16:48:14.765747",0.344079,"udp","147.32.84.229","13363","<->","111.254.202.44","33674","CON",0,0,2,559,76,"flow=Background-UDP-Established"
"2011/08/15 16:48:26.636597",0.000313,"udp","147.32.84.138","53894","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:55:57.228606",0.793648,"tcp","66.194.55.249","44087","->","147.32.84.2","80","FSPA_FSPA",0,0,10,2338,760,"flow=Background-TCP-Established"
"2011/08/15 16:46:07.959430",1.2e-05,"udp","147.32.84.138","38170","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:46:58.162139",0.000294,"udp","147.32.84.138","51251","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:01:41.148342",0.000308,"udp","147.32.84.138","51418","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:12:40.605316",18.268007,"udp","147.32.84.229","13363","->","188.115.178.246","2621","INT",0,NA,6,960,960,"flow=Background-UDP-Attempt"
"2011/08/15 16:47:31.341464",0.000673,"udp","71.228.181.16","7440","<->","147.32.84.229","13363","CON",0,0,2,169,83,"flow=Background-UDP-Established"
"2011/08/15 16:50:35.944365",35.650047,"tcp","147.32.86.194","4290","->","77.75.73.254","80","FSPA_FSRPA",0,0,13,1594,858,"flow=Background-TCP-Established"
"2011/08/15 17:03:37.107877",203.056793,"udp","151.41.195.245","12060","<->","147.32.84.229","13363","CON",0,0,6,3196,120,"flow=Background-UDP-Established"
"2011/08/15 17:08:05.022046",0.626298,"tcp","147.32.84.59","9272","->","208.71.123.81","80","FSPA_FSPA",0,0,8,1531,980,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 16:50:57.124163",0.002262,"udp","88.121.57.130","22746","<->","147.32.84.229","13363","CON",0,0,2,134,74,"flow=Background-UDP-Established"
"2011/08/15 16:45:46.086831",249.820663,"tcp","147.32.86.187","53984","->","74.125.232.199","80","FSPA_FSRPA",0,0,27,5719,3782,"flow=Background-google-analytics8"
"2011/08/15 17:11:59.263449",0.000175,"udp","147.32.84.138","51202","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:06:37.730960",1.546019,"udp","147.32.86.194","64434","<->","147.32.80.9","53","CON",0,0,2,245,77,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:46:18.820979",0.000251,"udp","147.32.84.59","46578","<->","147.32.80.9","53","CON",0,0,2,234,86,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:54:21.078392",2.007463,"udp","74.190.119.222","50146","<->","147.32.84.229","13363","CON",0,0,4,1880,150,"flow=Background-UDP-Established"
